"","neighbourhood_group","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","reviews_per_month","calculated_host_listings_count","availability_365","sentiment_score","new_factor"
"28679","Manhattan",40.72938,-73.99955,"Entire home/apt",249,2,1,1,1,146,0.204124145231932,"Entire home/apt:Manhattan"
"28680","Brooklyn",40.68224,-73.86806,"Entire home/apt",60,3,6,6,1,21,0,"Entire home/apt:Brooklyn"
"28681","Manhattan",40.74637,-74.0002,"Entire home/apt",240,3,2,2,1,35,0.25,"Entire home/apt:Manhattan"
"28682","Manhattan",40.74509,-73.99135,"Entire home/apt",325,2,4,4,1,197,0,"Entire home/apt:Manhattan"
"28683","Bronx",40.87256,-73.89978,"Entire home/apt",95,1,4,4,1,84,0.188982236504614,"Entire home/apt:Bronx"
"28684","Manhattan",40.77119,-73.98769,"Entire home/apt",250,3,1,1,1,14,0.223606797749979,"Entire home/apt:Manhattan"
"28685","Queens",40.76599,-73.91225,"Private room",100,1,9,9,7,253,0.377964473009227,"Private room:Queens"
"28686","Manhattan",40.70629,-74.01535,"Entire home/apt",200,1,1,1,1,326,0.566946709513841,"Entire home/apt:Manhattan"
"28687","Queens",40.75811,-73.82504,"Shared room",69,1,2,2,3,355,0.408248290463863,"Shared room:Queens"
"28688","Bronx",40.82794,-73.90412,"Private room",45,2,1,1,1,364,0.530330085889911,"Private room:Bronx"
"28689","Manhattan",40.77005,-73.95926,"Entire home/apt",119,3,3,3,1,174,0.689429111656884,"Entire home/apt:Manhattan"
"28690","Manhattan",40.76581,-73.98867,"Entire home/apt",150,1,6,6,3,222,0,"Entire home/apt:Manhattan"
"28691","Staten Island",40.50641,-74.23059,"Entire home/apt",75,1,1,1,1,299,0.707106781186547,"Entire home/apt:Staten Island"
"28692","Brooklyn",40.71336,-73.95914,"Entire home/apt",259,2,4,4,1,345,0.204124145231932,"Entire home/apt:Brooklyn"
"28693","Manhattan",40.7572,-73.98628,"Entire home/apt",180,10,1,1,1,17,0.0944911182523068,"Entire home/apt:Manhattan"
"28694","Manhattan",40.7643,-73.9876,"Entire home/apt",395,3,2,2,1,152,0.377964473009227,"Entire home/apt:Manhattan"
"28695","Manhattan",40.80155,-73.96732,"Private room",150,1,7,7,3,135,0.388908729652601,"Private room:Manhattan"
"28696","Brooklyn",40.69403,-73.91991,"Entire home/apt",475,2,3,3,3,343,0.340168025708305,"Entire home/apt:Brooklyn"
"28697","Brooklyn",40.69222,-73.91971,"Entire home/apt",200,2,2,2,3,351,0.244948974278318,"Entire home/apt:Brooklyn"
"28698","Brooklyn",40.69383,-73.91878,"Entire home/apt",650,2,1,1,3,338,0.340168025708305,"Entire home/apt:Brooklyn"
"28699","Brooklyn",40.71324,-73.94271,"Entire home/apt",184,3,1,1,1,217,0.447213595499958,"Entire home/apt:Brooklyn"
"28700","Manhattan",40.74536,-73.97222,"Entire home/apt",189,2,1,1,1,69,0,"Entire home/apt:Manhattan"
"28701","Brooklyn",40.69171,-73.98145,"Entire home/apt",198,2,2,2,1,11,0.2,"Entire home/apt:Brooklyn"
"28702","Manhattan",40.8014,-73.96563,"Private room",130,1,9,9,3,79,0.377964473009227,"Private room:Manhattan"
"28703","Bronx",40.88125,-73.84922,"Entire home/apt",85,1,6,6,1,362,0.755928946018454,"Entire home/apt:Bronx"
"28704","Manhattan",40.74704,-74.00239,"Private room",105,1,1,1,1,21,0,"Private room:Manhattan"
"28705","Manhattan",40.76453,-73.95867,"Entire home/apt",160,4,1,1,1,243,0.28347335475692,"Entire home/apt:Manhattan"
"28706","Brooklyn",40.66302,-73.86082,"Entire home/apt",60,3,1,1,1,94,0.670820393249937,"Entire home/apt:Brooklyn"
"28707","Queens",40.68129,-73.74745,"Entire home/apt",85,1,8,8,1,166,0.424264068711928,"Entire home/apt:Queens"
"28708","Brooklyn",40.69235,-73.97369,"Private room",95,2,2,2,2,164,0.189736659610103,"Private room:Brooklyn"
"28709","Manhattan",40.75117,-73.99783,"Entire home/apt",220,3,2,2,1,54,0.670820393249937,"Entire home/apt:Manhattan"
"28710","Manhattan",40.82817,-73.94598,"Private room",55,1,1,1,3,35,1.01036297108185,"Private room:Manhattan"
"28711","Queens",40.76316,-73.82337,"Private room",99,1,4,4,6,364,0,"Private room:Queens"
"28712","Brooklyn",40.67977,-73.96882,"Entire home/apt",249,3,1,1,1,89,0.510310363079829,"Entire home/apt:Brooklyn"
"28713","Brooklyn",40.58567,-73.94501,"Private room",50,1,6,6,3,83,0.377964473009227,"Private room:Brooklyn"
"28714","Queens",40.76822,-73.90783,"Private room",85,1,1,1,3,60,0.0577350269189626,"Private room:Queens"
"28715","Brooklyn",40.68971,-73.92527,"Entire home/apt",190,1,1,1,2,311,0,"Entire home/apt:Brooklyn"
"28716","Queens",40.71913,-73.816,"Private room",90,1,2,2,1,90,0.13228756555323,"Private room:Queens"
"28717","Queens",40.58447,-73.81704,"Entire home/apt",200,3,2,2,1,261,0.335410196624968,"Entire home/apt:Queens"
"28718","Manhattan",40.7459,-73.98663,"Private room",280,2,1,1,1,363,0.353553390593274,"Private room:Manhattan"
"28719","Brooklyn",40.71431,-73.9532,"Entire home/apt",130,2,1,1,1,13,0.28347335475692,"Entire home/apt:Brooklyn"
"28720","Brooklyn",40.68965,-73.96742,"Private room",65,6,1,1,1,19,0,"Private room:Brooklyn"
"28721","Manhattan",40.72232,-73.99256,"Entire home/apt",350,4,3,3,1,129,0.680336051416609,"Entire home/apt:Manhattan"
"28722","Brooklyn",40.68557,-73.93023,"Private room",65,3,1,1,1,348,0.306186217847897,"Private room:Brooklyn"
"28723","Queens",40.69128,-73.80864,"Entire home/apt",50,1,4,4,2,119,0.144337567297406,"Entire home/apt:Queens"
"28724","Queens",40.69158,-73.86578,"Private room",50,1,6,6,8,273,0.212132034355964,"Private room:Queens"
"28725","Brooklyn",40.68603,-73.92006,"Entire home/apt",120,3,1,1,1,9,0.827345151674922,"Entire home/apt:Brooklyn"
"28726","Brooklyn",40.64575,-73.94654,"Private room",36,15,1,1,1,46,0,"Private room:Brooklyn"
"28727","Queens",40.76883,-73.78707,"Private room",49,1,4,4,3,345,0,"Private room:Queens"
"28728","Manhattan",40.72076,-73.9885,"Entire home/apt",170,5,1,1,1,4,0.510310363079829,"Entire home/apt:Manhattan"
"28729","Queens",40.75283,-73.82561,"Private room",46,1,1,1,1,365,0.616666666666667,"Private room:Queens"
"28730","Brooklyn",40.71884,-73.9502,"Entire home/apt",120,30,1,1,1,286,-0.433012701892219,"Entire home/apt:Brooklyn"
"28731","Queens",40.75932,-73.79859,"Private room",70,1,2,2,1,365,0.441941738241592,"Private room:Queens"
"28732","Brooklyn",40.6752,-73.94851,"Private room",95,3,1,1,2,360,1.01036297108185,"Private room:Brooklyn"
"28733","Bronx",40.856,-73.86705,"Shared room",57,1,4,4,1,340,0.0453557367611073,"Shared room:Bronx"
"28734","Queens",40.6748,-73.79242,"Entire home/apt",85,1,5,5,1,62,0.176776695296637,"Entire home/apt:Queens"
"28735","Manhattan",40.80391,-73.9361,"Entire home/apt",300,3,1,1,3,302,0,"Entire home/apt:Manhattan"
"28736","Brooklyn",40.64225,-73.96425,"Entire home/apt",89,2,1,1,1,4,1.03940230077537,"Entire home/apt:Brooklyn"
"28737","Queens",40.76313,-73.8234,"Private room",99,1,4,4,6,365,0,"Private room:Queens"
"28738","Manhattan",40.73975,-73.98511,"Entire home/apt",100,2,3,3,1,6,0.223606797749979,"Entire home/apt:Manhattan"
"28739","Brooklyn",40.70013,-73.93502,"Entire home/apt",159,4,2,2,1,28,0.67175144212722,"Entire home/apt:Brooklyn"
"28740","Brooklyn",40.69175,-73.90932,"Entire home/apt",250,2,1,1,2,9,0.796084166404533,"Entire home/apt:Brooklyn"
"28741","Manhattan",40.73234,-74.00543,"Entire home/apt",240,1,1,1,1,75,0.577350269189626,"Entire home/apt:Manhattan"
"28742","Manhattan",40.77842,-73.95026,"Entire home/apt",135,3,1,1,1,15,0,"Entire home/apt:Manhattan"
"28743","Bronx",40.8315,-73.92277,"Entire home/apt",60,3,1,1,1,20,0.377964473009227,"Entire home/apt:Bronx"
"28744","Manhattan",40.80434,-73.95515,"Entire home/apt",165,3,2,2,1,207,0.793725393319377,"Entire home/apt:Manhattan"
"28745","Brooklyn",40.69934,-73.99635,"Entire home/apt",600,3,4,4,1,323,0.530330085889911,"Entire home/apt:Brooklyn"
"28746","Manhattan",40.72434,-73.99945,"Entire home/apt",900,3,1,1,1,292,0.340168025708305,"Entire home/apt:Manhattan"
"28747","Manhattan",40.74244,-73.97872,"Entire home/apt",600,2,1,1,1,226,0.111803398874989,"Entire home/apt:Manhattan"
"28748","Manhattan",40.80102,-73.96669,"Private room",60,1,3,3,3,130,0,"Private room:Manhattan"
"28749","Brooklyn",40.67037,-73.92764,"Entire home/apt",95,4,2,2,1,84,0.346410161513775,"Entire home/apt:Brooklyn"
"28750","Manhattan",40.72683,-74.00222,"Entire home/apt",275,1,1,1,1,308,0,"Entire home/apt:Manhattan"
"28751","Brooklyn",40.69463,-73.94546,"Private room",46,3,1,1,3,81,0.353553390593274,"Private room:Brooklyn"
"28752","Manhattan",40.74783,-73.99978,"Entire home/apt",213,1,1,1,1,336,0.625,"Entire home/apt:Manhattan"
"28753","Brooklyn",40.70545,-73.93273,"Private room",75,3,3,3,3,13,0.888216511571684,"Private room:Brooklyn"
"28754","Manhattan",40.7061,-74.00936,"Entire home/apt",225,1,1,1,1,82,0.424264068711928,"Entire home/apt:Manhattan"
"28755","Manhattan",40.72347,-73.97792,"Entire home/apt",200,2,1,1,1,43,0,"Entire home/apt:Manhattan"
"28756","Manhattan",40.74512,-73.98212,"Entire home/apt",395,1,4,4,1,296,0.333333333333333,"Entire home/apt:Manhattan"
"28757","Manhattan",40.70517,-74.00907,"Entire home/apt",215,1,4,4,1,246,0.28347335475692,"Entire home/apt:Manhattan"
"28758","Brooklyn",40.70519,-73.93418,"Private room",75,3,1,1,3,13,0.406586399182265,"Private room:Brooklyn"
"28759","Brooklyn",40.7055,-73.93437,"Entire home/apt",145,5,1,1,3,17,-0.212132034355964,"Entire home/apt:Brooklyn"
"28760","Manhattan",40.7316,-73.98576,"Entire home/apt",179,5,3,3,1,76,0,"Entire home/apt:Manhattan"
"28761","Manhattan",40.74496,-73.97678,"Entire home/apt",132,1,2,2,1,46,0.375,"Entire home/apt:Manhattan"
"28762","Brooklyn",40.67054,-73.89002,"Private room",79,2,1,1,4,90,0.489897948556636,"Private room:Brooklyn"
"28763","Manhattan",40.73313,-73.9971,"Entire home/apt",450,1,1,1,1,156,0.204124145231932,"Entire home/apt:Manhattan"
"28764","Manhattan",40.72056,-73.98894,"Entire home/apt",210,7,1,1,1,306,0.212132034355964,"Entire home/apt:Manhattan"
"28765","Manhattan",40.80837,-73.93937,"Entire home/apt",120,5,4,4,1,285,0.28347335475692,"Entire home/apt:Manhattan"
"28766","Manhattan",40.75612,-73.99263,"Entire home/apt",209,3,1,1,1,68,0.204124145231932,"Entire home/apt:Manhattan"
"28767","Manhattan",40.82623,-73.95271,"Entire home/apt",135,31,2,2,2,184,0.472455591261534,"Entire home/apt:Manhattan"
"28768","Manhattan",40.76537,-73.98375,"Entire home/apt",320,1,7,7,1,121,0.734846922834954,"Entire home/apt:Manhattan"
"28769","Manhattan",40.82593,-73.95075,"Entire home/apt",144,30,1,1,2,223,0.510310363079829,"Entire home/apt:Manhattan"
"28770","Queens",40.67299,-73.845,"Entire home/apt",167,5,1,1,1,94,0.447213595499958,"Entire home/apt:Queens"
"28771","Brooklyn",40.70823,-73.95702,"Entire home/apt",168,2,4,4,1,154,0.25,"Entire home/apt:Brooklyn"
"28772","Brooklyn",40.64468,-73.99026,"Private room",46,2,2,2,3,180,0,"Private room:Brooklyn"
"28773","Manhattan",40.72304,-73.98372,"Entire home/apt",159,1,5,5,1,170,0.453557367611073,"Entire home/apt:Manhattan"
"28774","Brooklyn",40.71269,-73.95902,"Entire home/apt",185,1,2,2,1,130,0.204124145231932,"Entire home/apt:Brooklyn"
"28775","Manhattan",40.74307,-73.98386,"Entire home/apt",170,1,3,3,1,270,0.25,"Entire home/apt:Manhattan"
"28776","Brooklyn",40.65905,-73.88273,"Entire home/apt",99,2,1,1,1,144,0.5,"Entire home/apt:Brooklyn"
"28777","Manhattan",40.8462,-73.93498,"Private room",80,3,1,1,1,112,0.188982236504614,"Private room:Manhattan"
"28778","Brooklyn",40.71243,-73.9604,"Entire home/apt",160,2,3,3,1,309,0.188982236504614,"Entire home/apt:Brooklyn"
"28779","Manhattan",40.76551,-73.98217,"Entire home/apt",190,3,2,2,1,23,0.265165042944955,"Entire home/apt:Manhattan"
"28780","Queens",40.74696,-73.87104,"Entire home/apt",130,1,2,2,1,148,0.715541752799933,"Entire home/apt:Queens"
"28781","Brooklyn",40.68981,-73.9604,"Shared room",37,1,4,4,6,344,0.408248290463863,"Shared room:Brooklyn"
"28782","Manhattan",40.71261,-73.98857,"Entire home/apt",300,1,8,8,1,213,0.223606797749979,"Entire home/apt:Manhattan"
"28783","Brooklyn",40.68382,-73.95022,"Private room",45,1,3,3,15,188,0.223606797749979,"Private room:Brooklyn"
"28784","Bronx",40.81879,-73.88646,"Private room",35,2,1,1,2,59,0.5,"Private room:Bronx"
"28785","Brooklyn",40.7191,-73.94494,"Entire home/apt",190,1,7,7,1,210,0.857321409974112,"Entire home/apt:Brooklyn"
"28786","Manhattan",40.70537,-74.00784,"Entire home/apt",220,2,1,1,1,10,0.25,"Entire home/apt:Manhattan"
"28787","Manhattan",40.73894,-74.00087,"Private room",99,2,2,2,1,63,0.102062072615966,"Private room:Manhattan"
"28788","Bronx",40.82759,-73.92081,"Private room",65,1,2,2,1,364,0.866025403784439,"Private room:Bronx"
"28789","Brooklyn",40.67897,-73.94192,"Private room",41,3,1,1,1,57,0.408248290463863,"Private room:Brooklyn"
"28790","Brooklyn",40.68091,-73.95006,"Entire home/apt",350,2,1,1,2,0,0.178885438199983,"Entire home/apt:Brooklyn"
"28791","Manhattan",40.72815,-73.99693,"Entire home/apt",196,2,1,1,1,149,0.673609679265374,"Entire home/apt:Manhattan"
"28792","Queens",40.70762,-73.81453,"Entire home/apt",78,1,5,5,3,326,0,"Entire home/apt:Queens"
"28793","Brooklyn",40.73259,-73.95611,"Private room",100,3,1,1,1,65,1.11369318036881,"Private room:Brooklyn"
"28794","Manhattan",40.7607,-73.99033,"Entire home/apt",320,3,3,3,1,160,0.28347335475692,"Entire home/apt:Manhattan"
"28795","Manhattan",40.76286,-73.99113,"Entire home/apt",129,1,4,4,1,186,0.825,"Entire home/apt:Manhattan"
"28796","Manhattan",40.75249,-73.9689,"Entire home/apt",140,3,1,1,1,5,0,"Entire home/apt:Manhattan"
"28797","Manhattan",40.80144,-73.94463,"Private room",180,2,3,3,1,327,0.178885438199983,"Private room:Manhattan"
"28798","Brooklyn",40.64898,-73.95502,"Private room",65,1,4,4,1,109,0.632784850218988,"Private room:Brooklyn"
"28799","Brooklyn",40.66772,-73.88813,"Private room",75,2,2,2,4,349,0.489897948556636,"Private room:Brooklyn"
"28800","Brooklyn",40.70677,-73.94196,"Entire home/apt",95,3,1,1,1,5,0.530330085889911,"Entire home/apt:Brooklyn"
"28801","Manhattan",40.80386,-73.95065,"Private room",65,2,3,3,1,76,0,"Private room:Manhattan"
"28802","Queens",40.74833,-73.90827,"Private room",90,2,1,1,1,365,0.188982236504614,"Private room:Queens"
"28803","Manhattan",40.76355,-73.98102,"Entire home/apt",249,3,1,1,1,149,0.212132034355964,"Entire home/apt:Manhattan"
"28804","Queens",40.74174,-73.90817,"Entire home/apt",179,1,1,1,1,321,0.795495128834866,"Entire home/apt:Queens"
"28805","Brooklyn",40.67867,-73.9969,"Entire home/apt",129,3,1,1,1,21,0.306186217847897,"Entire home/apt:Brooklyn"
"28806","Brooklyn",40.69463,-73.92707,"Entire home/apt",475,1,1,1,6,9,0.318198051533946,"Entire home/apt:Brooklyn"
"28807","Manhattan",40.8433,-73.93616,"Private room",35,2,1,1,1,359,0.102062072615966,"Private room:Manhattan"
"28808","Brooklyn",40.6964,-73.91898,"Private room",10,1,2,2,1,0,0.375,"Private room:Brooklyn"
"28809","Manhattan",40.80491,-73.96339,"Entire home/apt",135,1,1,1,1,3,0.306186217847897,"Entire home/apt:Manhattan"
"28810","Brooklyn",40.67437,-73.96177,"Entire home/apt",199,6,1,1,1,156,-0.144337567297406,"Entire home/apt:Brooklyn"
"28811","Manhattan",40.74946,-73.99627,"Private room",85,1,1,1,5,261,0,"Private room:Manhattan"
"28812","Brooklyn",40.69691,-73.98237,"Private room",111,2,2,2,1,6,0.433012701892219,"Private room:Brooklyn"
"28813","Manhattan",40.70567,-74.00566,"Entire home/apt",265,1,2,2,1,246,0.28347335475692,"Entire home/apt:Manhattan"
"28814","Manhattan",40.72716,-73.98436,"Entire home/apt",295,5,1,1,1,141,0.212132034355964,"Entire home/apt:Manhattan"
"28815","Manhattan",40.76164,-73.99218,"Entire home/apt",417,3,1,1,1,219,0,"Entire home/apt:Manhattan"
"28816","Bronx",40.82754,-73.82124,"Private room",65,1,1,1,1,365,0,"Private room:Bronx"
"28817","Brooklyn",40.70924,-73.95208,"Private room",57,2,3,3,1,29,0.188982236504614,"Private room:Brooklyn"
"28818","Brooklyn",40.69423,-73.91945,"Private room",40,3,1,1,3,96,0.266666666666667,"Private room:Brooklyn"
"28819","Brooklyn",40.70056,-73.92162,"Entire home/apt",230,2,2,2,1,274,0,"Entire home/apt:Brooklyn"
"28820","Manhattan",40.74825,-73.98101,"Entire home/apt",239,3,3,3,1,158,0.0353553390593274,"Entire home/apt:Manhattan"
"28821","Queens",40.71708,-73.82411,"Private room",74,1,10,10,1,160,0.894427190999916,"Private room:Queens"
"28822","Queens",40.75938,-73.80124,"Private room",40,1,1,1,1,66,-0.0530330085889911,"Private room:Queens"
"28823","Queens",40.74509,-73.88492,"Entire home/apt",120,1,1,1,1,331,0,"Entire home/apt:Queens"
"28824","Manhattan",40.7195,-73.98558,"Entire home/apt",200,1,1,1,1,270,0.441941738241592,"Entire home/apt:Manhattan"
"28825","Manhattan",40.76413,-73.99466,"Entire home/apt",450,1,1,1,1,337,0,"Entire home/apt:Manhattan"
"28826","Queens",40.74383,-73.951,"Private room",55,1,2,2,2,293,0.25,"Private room:Queens"
"28827","Manhattan",40.80775,-73.93767,"Private room",210,1,3,3,1,7,0.204124145231932,"Private room:Manhattan"
"28828","Manhattan",40.81668,-73.9569,"Private room",65,1,1,1,3,17,0,"Private room:Manhattan"
"28829","Manhattan",40.72098,-73.9972,"Entire home/apt",225,4,1,1,1,225,0.734846922834954,"Entire home/apt:Manhattan"
"28830","Queens",40.6765,-73.81947,"Entire home/apt",150,3,3,3,1,327,0.377964473009227,"Entire home/apt:Queens"
"28831","Queens",40.76847,-73.90852,"Private room",100,1,1,1,3,89,0,"Private room:Queens"
"28832","Manhattan",40.76374,-73.98844,"Entire home/apt",450,1,1,1,2,360,0.25,"Entire home/apt:Manhattan"
"28833","Manhattan",40.79833,-73.93781,"Shared room",60,1,5,5,1,1,0.396862696659689,"Shared room:Manhattan"
"28834","Manhattan",40.72488,-73.98317,"Entire home/apt",120,2,1,1,1,6,0,"Entire home/apt:Manhattan"
"28835","Brooklyn",40.6346,-74.03022,"Private room",99,2,1,1,4,169,0.176776695296637,"Private room:Brooklyn"
"28836","Brooklyn",40.64353,-73.9845,"Entire home/apt",100,1,1,1,1,96,0.715541752799933,"Entire home/apt:Brooklyn"
"28837","Manhattan",40.75597,-73.99457,"Entire home/apt",251,3,3,3,1,258,0.377964473009227,"Entire home/apt:Manhattan"
"28838","Brooklyn",40.70816,-73.95591,"Private room",100,1,1,1,2,27,0.441941738241592,"Private room:Brooklyn"
"28839","Brooklyn",40.68884,-73.9733,"Entire home/apt",310,3,1,1,1,5,0.623641380465225,"Entire home/apt:Brooklyn"
"28840","Brooklyn",40.6944,-73.92531,"Private room",69,1,1,1,6,170,0.449073119510249,"Private room:Brooklyn"
"28841","Brooklyn",40.62434,-73.98821,"Private room",80,3,1,1,2,179,0.347011046894284,"Private room:Brooklyn"
"28842","Brooklyn",40.68612,-73.99024,"Private room",99,1,1,1,1,264,0.346410161513775,"Private room:Brooklyn"
"28843","Manhattan",40.76938,-73.95143,"Entire home/apt",249,1,1,1,1,359,0.447213595499958,"Entire home/apt:Manhattan"
"28844","Manhattan",40.84344,-73.93967,"Entire home/apt",210,5,2,2,1,354,1.24721359549996,"Entire home/apt:Manhattan"
"28845","Manhattan",40.79522,-73.93918,"Entire home/apt",225,4,2,2,1,289,0.306186217847897,"Entire home/apt:Manhattan"
"28846","Queens",40.73902,-73.92686,"Private room",59,3,2,2,12,353,-0.125,"Private room:Queens"
"28847","Queens",40.7315,-73.87931,"Private room",35,1,2,2,1,23,0.625,"Private room:Queens"
"28848","Brooklyn",40.68434,-73.9064,"Entire home/apt",90,3,1,1,1,329,0.472455591261534,"Entire home/apt:Brooklyn"
"28849","Manhattan",40.75959,-73.96473,"Entire home/apt",279,3,2,2,1,244,0.0707106781186548,"Entire home/apt:Manhattan"
"28850","Brooklyn",40.69429,-73.91385,"Private room",70,2,2,2,2,331,0.335410196624968,"Private room:Brooklyn"
"28851","Brooklyn",40.69386,-73.93256,"Private room",52,4,1,1,3,325,0.447213595499958,"Private room:Brooklyn"
"28852","Brooklyn",40.68273,-73.9193,"Entire home/apt",118,2,3,3,1,101,0.306186217847897,"Entire home/apt:Brooklyn"
"28853","Brooklyn",40.70322,-73.92718,"Private room",79,30,1,1,3,297,0.449073119510249,"Private room:Brooklyn"
"28854","Queens",40.73996,-73.92829,"Shared room",30,3,2,2,12,354,0.491353814911995,"Shared room:Queens"
"28855","Brooklyn",40.70483,-73.92565,"Private room",79,30,1,1,3,365,0,"Private room:Brooklyn"
"28856","Brooklyn",40.69624,-73.92554,"Private room",59,1,4,4,6,160,0.166666666666667,"Private room:Brooklyn"
"28857","Manhattan",40.81395,-73.94199,"Private room",75,1,1,1,1,65,0,"Private room:Manhattan"
"28858","Queens",40.74088,-73.92726,"Shared room",30,3,1,1,12,358,0.604743156814764,"Shared room:Queens"
"28859","Manhattan",40.7503,-73.99746,"Entire home/apt",175,3,3,3,1,49,0.188982236504614,"Entire home/apt:Manhattan"
"28860","Manhattan",40.71722,-73.98388,"Private room",150,1,2,2,1,58,0,"Private room:Manhattan"
"28861","Manhattan",40.80921,-73.94019,"Entire home/apt",160,1,1,1,1,26,0,"Entire home/apt:Manhattan"
"28862","Brooklyn",40.68575,-73.92046,"Entire home/apt",260,2,1,1,2,36,0.737030722367993,"Entire home/apt:Brooklyn"
"28863","Manhattan",40.75174,-73.9706,"Entire home/apt",145,1,1,1,1,277,0.661437827766148,"Entire home/apt:Manhattan"
"28864","Manhattan",40.72226,-73.99351,"Entire home/apt",400,3,3,3,1,312,0.375,"Entire home/apt:Manhattan"
"28865","Queens",40.73883,-73.92698,"Shared room",30,3,2,2,12,327,0.282842712474619,"Shared room:Queens"
"28866","Manhattan",40.74335,-73.98287,"Entire home/apt",250,1,3,3,2,360,0.453557367611073,"Entire home/apt:Manhattan"
"28867","Queens",40.70084,-73.90843,"Private room",48,1,2,2,1,17,0,"Private room:Queens"
"28868","Manhattan",40.72513,-73.9839,"Entire home/apt",315,5,2,2,1,160,0.453557367611073,"Entire home/apt:Manhattan"
